   0.01116,   0.00796,   0.00220
   0.00809,   0.00524,   0.00141
   0.00556,   0.00329,   0.00280
   0.00501,   0.00262,   0.00334
   0.00499,   0.00251,   0.00345
   0.00502,   0.00255,   0.00356
   0.00531,   0.00338,   0.00391
   0.00550,   0.00366,   0.00392
   0.00595,   0.00383,   0.00402
   0.00551,   0.00399,   0.00412
