 -39.49996, -39.49997, -39.49997, -39.49998, -39.49998, -39.49998, -39.49999
 -39.49996, -39.49997, -39.49997, -39.49998, -39.49998, -39.49998, -39.49998
 -39.49996, -39.49997, -39.49998, -39.49998, -39.49998, -39.49999, -39.49999
 -39.49996, -39.49997, -39.49998, -39.49998, -39.49998, -39.49999, -39.49999
 -39.49996, -39.49997, -39.49998, -39.49998, -39.49998, -39.49999, -39.49999
 -39.49996, -39.49997, -39.49998, -39.49998, -39.49998, -39.49999, -39.49999
 -39.49996, -39.49997, -39.49998, -39.49998, -39.49998, -39.49999, -39.49999
 -39.49996, -39.49997, -39.49998, -39.49998, -39.49999, -39.49999, -39.49999
 -39.49996, -39.49997, -39.49998, -39.49998, -39.49999, -39.49999, -39.49999
 -39.49996, -39.49997, -39.49998, -39.49998, -39.49999, -39.49999, -39.49999
 -39.49996, -39.49997, -39.49998, -39.49998, -39.49999, -39.49999, -39.49999
