  -6966.5124510160,  -6966.5188236760,  -6966.5540707560,  -6966.5444077850,  -6966.5284970550,  -6966.5358643280,  -6966.5416475870,  -6966.5362597450,  -6966.5371846640
  -6966.5126661910,  -6966.5274316230,  -6966.5509948370,  -6966.5398512540,  -6966.5320024730,  -6966.5374633100,  -6966.5416192190,  -6966.5377066490,  -6966.5382386670
  -6966.5106772690,  -6966.5284648770,  -6966.5470293400,  -6966.5397128160,  -6966.5363472300,  -6966.5386603430,  -6966.5411798210,  -6966.5392882480,  -6966.5394380820
  -6966.5080236040,  -6966.5264180630,  -6966.5431546610,  -6966.5380680850,  -6966.5374492960,  -6966.5380457380,  -6966.5393614470,  -6966.5385474500,  -6966.5385535720
  -6966.5035206470,  -6966.5225412080,  -6966.5361965130,  -6966.5331086890,  -6966.5338291130,  -6966.5336190740,  -6966.5342164340,  -6966.5338992160,  -6966.5338978560
