,25.0,30.0,35.0,40.0,45.0,50.0,55.0,60.0,65.0,70.0,75.0,80.0,85.0,90.0,95.0,100.0
100.0,-39.423155235,-39.423196185,-39.423216045,-39.4232289,-39.423233115,-39.423234185,-39.423235825,-39.423237895,-39.42323983,-39.4232406,-39.4232409,-39.423241015,-39.42324159,None,None,None
120.0,-39.42315486,-39.423195805,-39.42321564,-39.423228455,-39.42323264,-39.423233695,-39.42323533,-39.423237425,-39.423239405,-39.423240225,-39.423240545,-39.42324068,-39.423241275,-39.42324178,-39.423242045,-39.423242225
140.0,-39.42315777,-39.42319872,-39.423218565,-39.42323139,-39.42323558,-39.423236635,-39.423238285,-39.423240375,-39.42324235,-39.423243155,-39.42324347,-39.423243775,-39.423244205,-39.42324473,-39.423245025,-39.423245225
160.0,-39.423158485,-39.423199435,-39.42321928,-39.42323211,-39.4232363,-39.423237355,-39.423239005,-39.423241105,-39.423243075,-39.42324388,-39.42324419,-39.4232445,-39.42324493,-39.42324546,-39.42324576,-39.423245965
180.0,-39.42315912,-39.42320007,-39.423219915,-39.42323274,-39.42323693,-39.423237985,-39.42323964,-39.42324175,-39.42324371,-39.42324452,-39.42324483,-39.42324514,-39.42324557,-39.4232461,-39.423246395,-39.4232466
200.0,-39.423159685,-39.423200635,-39.42322048,-39.42323331,-39.4232375,-39.423238555,-39.42324021,-39.42324232,-39.42324428,-39.42324509,-39.423245405,-39.423245715,-39.423246145,-39.423246675,-39.423246975,-39.42324718
220.0,-39.42315978,-39.42320073,-39.423220575,-39.423233405,-39.423237595,-39.42323865,-39.423240305,-39.423242415,-39.423244375,-39.423245185,-39.4232455,-39.42324581,-39.423246245,-39.42324677,-39.42324707,-39.423247275
240.0,-39.42316004,-39.42320099,-39.42322084,-39.42323367,-39.42323786,-39.423238915,-39.42324057,-39.42324268,-39.423244645,-39.423245455,-39.423245765,-39.423246075,-39.42324651,-39.42324704,-39.42324734,-39.423247545
260.0,-39.42316011,-39.42320106,-39.42322091,-39.42323374,-39.42323793,-39.423238985,-39.42324064,-39.423242755,-39.423244715,-39.423245525,-39.42324584,-39.42324615,-39.423246585,-39.42324711,-39.42324741,-39.42324762
280.0,-39.423160125,-39.423201075,-39.423220925,-39.423233755,-39.423237945,-39.423239,-39.423240655,-39.42324277,-39.42324473,-39.42324554,-39.423245855,-39.423246165,-39.423246595,-39.423247125,-39.423247425,-39.42324763
300.0,-39.423160205,-39.423201155,-39.423221005,-39.423233835,-39.423238025,-39.42323908,-39.423240735,-39.42324285,-39.42324481,-39.42324562,-39.423245935,-39.423246245,-39.42324668,-39.42324721,-39.42324751,-39.423247715
