      0.0001312500,      0.0001312500,      0.0001310000,      0.0001310000,      0.0001312500,      0.0001312500,      0.0001312500,      0.0001312500,      0.0001310000
      0.0001322500,      0.0001315000,      0.0001312500,      0.0001315000,      0.0001317500,      0.0001317500,      0.0001315000,      0.0001315000,      0.0001315000
      0.0001315000,      0.0001317500,      0.0001317500,      0.0001317500,      0.0001315000,      0.0001315000,      0.0001315000,      0.0001315000,      0.0001315000
      0.0001320000,      0.0001320000,      0.0001322500,      0.0001320000,      0.0001320000,      0.0001320000,      0.0001320000,      0.0001320000,      0.0001320000
      0.0001320000,      0.0001320000,      0.0001317500,      0.0001317500,      0.0001317500,      0.0001317500,      0.0001317500,      0.0001317500,      0.0001317500
      0.0001320000,      0.0001317500,      0.0001317500,      0.0001317500,      0.0001320000,      0.0001320000,      0.0001320000,      0.0001317500,      0.0001317500
      0.0001317500,      0.0001317500,      0.0001317500,      0.0001317500,      0.0001317500,      0.0001317500,      0.0001317500,      0.0001317500,      0.0001317500
      0.0001317500,      0.0001320000,      0.0001320000,      0.0001320000,      0.0001320000,      0.0001320000,      0.0001320000,      0.0001320000,      0.0001320000
      0.0001315000,      0.0001317500,      0.0001317500,      0.0001317500,      0.0001317500,      0.0001317500,      0.0001317500,      0.0001317500,      0.0001317500
      0.0001320000,      0.0001320000,      0.0001320000,      0.0001320000,      0.0001320000,      0.0001320000,      0.0001320000,      0.0001320000,      0.0001320000
      0.0001317500,      0.0001317500,      0.0001317500,      0.0001317500,      0.0001317500,      0.0001317500,      0.0001317500,      0.0001317500,      0.0001317500
