      0.0071345710,      0.0111325020,      0.0062989910,      0.0079765790,      0.0040043580,      0.0022882050,      0.0041843300,      0.0026352920,      0.0041393370,      0.0044799960,      0.0042421770,      0.0029566690,      0.0041521920,      0.0044285760
      0.0067746290,      0.0080665650,      0.0047499530,      0.0052448740,      0.0040879160,      0.0014397690,      0.0041843300,      0.0028859660,      0.0041907570,      0.0044799960,      0.0042614600,      0.0036765540,      0.0041650470,      0.0043900110
      0.0054891210,      0.0055469680,      0.0041650470,      0.0032909010,      0.0043707280,      0.0028281180,      0.0041521920,      0.0035672860,      0.0042228950,      0.0044671410,      0.0041907570,      0.0040879160,      0.0041329090,      0.0043707280
      0.0055533960,      0.0050070550,      0.0041457640,      0.0026288650,      0.0045057070,      0.0033680320,      0.0040814890,      0.0037729670,      0.0042357500,      0.0044864240,      0.0041779020,      0.0041071990,      0.0041457640,      0.0043193080
      0.0052127360,      0.0049942000,      0.0041907570,      0.0025324510,      0.0045699820,      0.0034837280,      0.0040686340,      0.0038436700,      0.0042421770,      0.0044992790,      0.0041650470,      0.0041071990,      0.0041457640,      0.0043000250
      0.0046406850,      0.0050263380,      0.0042871700,      0.0025774440,      0.0046792500,      0.0035929960,      0.0040686340,      0.0039529380,      0.0042228950,      0.0045314170,      0.0041393370,      0.0041200540,      0.0041521920,      0.0042935980
      0.0039786480,      0.0053220040,      0.0044607140,      0.0034130250,      0.0046214020,      0.0039400830,      0.0041521920,      0.0041457640,      0.0041843300,      0.0043128800,      0.0041329090,      0.0042614600,      0.0041779020,      0.0042421770
      0.0038565250,      0.0055084030,      0.0045442720,      0.0036894090,      0.0044992790,      0.0039529380,      0.0042228950,      0.0041971850,      0.0041907570,      0.0042421770,      0.0041907570,      0.0042486050,      0.0042100400,      0.0042164670
      0.0038693800,      0.0059583310,      0.0046921050,      0.0038693800,      0.0044028660,      0.0040493510,      0.0042293220,      0.0041971850,      0.0042036120,      0.0042228950,      0.0042100400,      0.0042164670,      0.0042036120,      0.0042036120
      0.0039593660,      0.0055276860,      0.0047628080,      0.0040236410,      0.0043385910,      0.0041457640,      0.0042100400,      0.0041907570,      0.0041971850,      0.0041971850,      0.0041971850,      0.0041971850,      0.0041907570,      0.0041907570
