,25.0,30.0,35.0,40.0,45.0,50.0,55.0,60.0,65.0,70.0,75.0,80.0,85.0,90.0,95.0,100.0
100.0,4.2e-05,2.4e-05,2.5e-05,7.3e-05,8.5e-05,4.5e-05,4.4e-05,0.00011,9e-05,0.000106,2.9e-05,0.000118,7.8e-05,None,None,None
120.0,3.9e-05,2.4e-05,2.1e-05,7.1e-05,8.3e-05,4.4e-05,4.3e-05,0.00011,8.7e-05,0.000105,2.9e-05,0.000116,7.7e-05,2.6e-05,6.1e-05,3.6e-05
140.0,3.8e-05,2.4e-05,2.1e-05,7e-05,7e-05,3.6e-05,4.3e-05,0.00011,8.6e-05,0.000104,3e-05,2.6e-05,7.6e-05,2.6e-05,6e-05,3.6e-05
160.0,3.8e-05,2.4e-05,2.1e-05,7e-05,7e-05,3.6e-05,4.3e-05,0.000109,8.6e-05,0.000104,3e-05,2.6e-05,7.7e-05,2.6e-05,6e-05,3.7e-05
180.0,3.8e-05,2.4e-05,2.2e-05,6.9e-05,6.9e-05,3.6e-05,4.3e-05,0.000109,8.5e-05,0.000104,3e-05,2.6e-05,7.7e-05,2.6e-05,6e-05,3.7e-05
200.0,3.8e-05,2.4e-05,2.2e-05,6.9e-05,6.9e-05,3.6e-05,4.3e-05,0.00011,8.5e-05,0.000104,3e-05,2.6e-05,7.7e-05,2.6e-05,6e-05,3.7e-05
220.0,3.8e-05,2.4e-05,2.2e-05,6.9e-05,6.9e-05,3.6e-05,4.3e-05,0.000109,8.5e-05,0.000104,3e-05,2.6e-05,7.7e-05,2.6e-05,6e-05,3.7e-05
240.0,3.8e-05,2.4e-05,2.2e-05,6.9e-05,6.9e-05,3.6e-05,4.3e-05,0.000109,8.5e-05,0.000104,3e-05,2.6e-05,7.7e-05,2.6e-05,6e-05,3.7e-05
260.0,3.8e-05,2.4e-05,2.2e-05,6.9e-05,6.9e-05,3.6e-05,4.3e-05,0.000109,8.5e-05,0.000104,3e-05,2.6e-05,7.7e-05,2.6e-05,6e-05,3.7e-05
280.0,3.8e-05,2.4e-05,2.2e-05,6.9e-05,6.9e-05,3.6e-05,4.3e-05,0.000109,8.5e-05,0.000104,3e-05,2.6e-05,7.7e-05,2.6e-05,6e-05,3.7e-05
300.0,3.8e-05,2.4e-05,2.2e-05,6.9e-05,6.9e-05,3.6e-05,4.3e-05,0.000109,8.5e-05,0.000104,3e-05,2.6e-05,7.7e-05,2.6e-05,6e-05,3.7e-05
